CustomerKey,Prefix,FirstName,LastName,Customer Name,BirthDate,MaritalStatus,Gender,EmailAddress,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner
22855,MS.,SUMMER,SAI,SUMMER  SAI,02-12-1973,M,F,summer4@adventure-works.com,"$110,000 ",0,Partial College,Management,N
22856,MR.,LANCE,CARLSON,LANCE  CARLSON,10/14/1971,M,M,lance18@adventure-works.com,"$80,000 ",0,Bachelors,Professional,N
22857,MR.,JULIO,ROMERO,JULIO  ROMERO,1/15/1972,M,M,julio9@adventure-works.com,"$110,000 ",0,High School,Management,Y
22858,MRS.,DEBORAH,TANG,DEBORAH  TANG,8/16/1972,M,F,deborah8@adventure-works.com,"$130,000 ",4,High School,Management,Y
22859,MS.,ARIANNA,SANDERS,ARIANNA  SANDERS,7/24/1971,M,F,arianna24@adventure-works.com,"$90,000 ",0,Bachelors,Professional,N
22860,MR.,CEDRIC,KUMAR,CEDRIC  KUMAR,5/27/1970,M,M,cedric29@adventure-works.com,"$100,000 ",0,High School,Management,Y
22862,MR.,DERRICK,NAVARRO,DERRICK  NAVARRO,1/23/1964,M,M,derrick10@adventure-works.com,"$110,000 ",3,Bachelors,Management,Y
22863,MR.,HUNTER,THOMAS,HUNTER  THOMAS,05-11-1956,M,M,hunter69@adventure-works.com,"$70,000 ",4,Partial College,Professional,Y
22864,MR.,MASON,HALL,MASON  HALL,12/25/1956,M,M,mason43@adventure-works.com,"$90,000 ",2,Partial College,Professional,N
22865,MRS.,STEPHANIE,HALL,STEPHANIE  HALL,02-03-1934,M,F,stephanie67@adventure-works.com,"$80,000 ",4,Graduate Degree,Management,Y
22866,MR.,WILLIAM,THOMPSON,WILLIAM  THOMPSON,6/14/1974,S,M,william11@adventure-works.com,"$30,000 ",0,Partial College,Clerical,Y
22867,MR.,MAX,RUIZ,MAX  RUIZ,12-06-1980,S,M,max3@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
22868,MR.,ERNEST,SUN,ERNEST  SUN,2/23/1980,S,M,ernest13@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
22869,MR.,RAFAEL,LU,RAFAEL  LU,10/13/1980,S,M,rafael12@adventure-works.com,"$20,000 ",0,Partial High School,Manual,N
22870,MS.,BARBARA,CHEN,BARBARA  CHEN,11/15/1978,S,F,barbara12@adventure-works.com,"$30,000 ",0,High School,Manual,Y
22871,MR.,DAVID,COLEMAN,DAVID  COLEMAN,10-07-1962,M,M,david38@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
22872,MRS.,SARA,BAILEY,SARA  BAILEY,6/26/1962,M,F,sara17@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
22873,MR.,ROBERT,WILLIAMS,ROBERT  WILLIAMS,1/26/1962,M,M,robert86@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
22874,MR.,DREW,ANAND,DREW  ANAND,10-10-1961,S,M,drew23@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
22875,MR.,ROBERT,RUSSELL,ROBERT  RUSSELL,3/16/1961,S,M,robert31@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
22876,MRS.,JENNA,CAMPBELL,JENNA  CAMPBELL,11/16/1961,M,F,jenna6@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
22877,MR.,XAVIER,GRIFFIN,XAVIER  GRIFFIN,11-10-1961,M,M,xavier61@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22878,MRS.,ANGELICA,ROSS,ANGELICA  ROSS,07-11-1961,M,F,angelica3@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22879,MRS.,JOCELYN,RUSSELL,JOCELYN  RUSSELL,11/20/1961,M,F,jocelyn19@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22880,MRS.,ASHLEY,HARRIS,ASHLEY  HARRIS,07-01-1960,M,F,ashley14@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
22881,MR.,WYATT,MARTINEZ,WYATT  MARTINEZ,10/19/1960,M,M,wyatt18@adventure-works.com,"$40,000 ",4,High School,Skilled Manual,Y
22882,MR.,CHARLES,JONES,CHARLES  JONES,03-05-1967,S,M,charles6@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N
22883,MR.,XAVIER,MORGAN,XAVIER  MORGAN,5/14/1967,S,M,xavier80@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N
22884,MS.,DANIELLE,RICHARDSON,DANIELLE  RICHARDSON,11/23/1967,S,F,danielle11@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,N
22885,MR.,CALEB,HENDERSON,CALEB  HENDERSON,2/28/1967,S,M,caleb1@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
22886,MS.,ANDREA,KING,ANDREA  KING,09-08-1967,S,F,andrea41@adventure-works.com,"$60,000 ",0,Graduate Degree,Professional,Y
22887,MR.,MASON,RICHARDSON,MASON  RICHARDSON,03-04-1960,M,M,mason10@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22888,MRS.,ABIGAIL,LONG,ABIGAIL  LONG,03-04-1960,M,F,abigail64@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22889,MRS.,JULIA,LONG,JULIA  LONG,5/26/1959,M,F,julia75@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22890,MRS.,ALEXIS,HALL,ALEXIS  HALL,9/25/1959,M,F,alexis21@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
22891,MRS.,ANDREA,GONZALEZ,ANDREA  GONZALEZ,02-01-1959,M,F,andrea33@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
22892,MR.,TIMOTHY,MITCHELL,TIMOTHY  MITCHELL,4/17/1959,S,M,timothy36@adventure-works.com,"$70,000 ",1,Graduate Degree,Professional,N
22893,MRS.,CHLOE,MILLER,CHLOE  MILLER,7/17/1959,S,F,chloe39@adventure-works.com,"$70,000 ",2,Graduate Degree,Professional,N
22894,MRS.,DANIELLE,RAMIREZ,DANIELLE  RAMIREZ,05-02-1959,M,F,danielle9@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
22895,MR.,EDUARDO,PEREZ,EDUARDO  PEREZ,11/20/1959,S,M,eduardo36@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
22896,MR.,LOGAN,MILLER,LOGAN  MILLER,3/19/1958,M,M,logan57@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
22897,MRS.,ARIANNA,RAMIREZ,ARIANNA  RAMIREZ,5/27/1958,M,F,arianna28@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
22898,MRS.,MELANIE,WASHINGTON,MELANIE  WASHINGTON,03-02-1958,M,F,melanie0@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
22899,MR.,CHARLES,CARTER,CHARLES  CARTER,5/21/1958,M,M,charles38@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
22900,MR.,HUNTER,LI,HUNTER  LI,12-06-1958,S,M,hunter21@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
22901,MRS.,KATHERINE,STEWART,KATHERINE  STEWART,10/26/1958,S,F,katherine2@adventure-works.com,"$60,000 ",1,Bachelors,Professional,N
22902,MR.,PEDRO,MADAN,PEDRO  MADAN,5/25/1958,M,M,pedro8@adventure-works.com,"$70,000 ",5,Graduate Degree,Professional,Y
22903,MRS.,HAILEY,STEWART,HAILEY  STEWART,06-11-1958,S,F,hailey0@adventure-works.com,"$80,000 ",5,Graduate Degree,Professional,Y
22904,MR.,MITCHELL,SHEN,MITCHELL  SHEN,7/15/1969,S,M,mitchell2@adventure-works.com,"$90,000 ",1,Graduate Degree,Management,N
22905,MR.,JOE,SCHMIDT,JOE  SCHMIDT,7/18/1969,M,M,joe13@adventure-works.com,"$90,000 ",1,Graduate Degree,Management,Y
22906,MRS.,JESSIE,MORENO,JESSIE  MORENO,10/25/1969,M,F,jessie4@adventure-works.com,"$90,000 ",1,Graduate Degree,Management,N
22907,MR.,BARRY,SAI,BARRY  SAI,2/22/1968,M,M,barry6@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
22908,MR.,EDDIE,ORTEGA,EDDIE  ORTEGA,3/22/1970,M,M,eddie22@adventure-works.com,"$90,000 ",2,Bachelors,Professional,Y
22909,MR.,TOMMY,GOEL,TOMMY  GOEL,11/25/1968,S,M,tommy16@adventure-works.com,"$60,000 ",2,Bachelors,Professional,N
22910,MRS.,LATOYA,TANG,LATOYA  TANG,4/17/1968,M,F,latoya3@adventure-works.com,"$60,000 ",2,Bachelors,Professional,Y
22911,MR.,GREGORY,RAJE,GREGORY  RAJE,10-04-1968,M,M,gregory17@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
22912,MRS.,MALLORY,MORENO,MALLORY  MORENO,12-07-1969,S,F,mallory14@adventure-works.com,"$110,000 ",1,Graduate Degree,Management,Y
22913,MRS.,VALERIE,LU,VALERIE  LU,12/25/1969,S,F,valerie13@adventure-works.com,"$120,000 ",1,Graduate Degree,Management,Y
22914,MRS.,FAITH,GRAY,FAITH  GRAY,02-09-1967,S,F,faith27@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
22915,MRS.,CARLY,SHEN,CARLY  SHEN,02-08-1967,M,F,carly1@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
22916,MRS.,RAQUEL,ROMERO,RAQUEL  ROMERO,5/21/1967,M,F,raquel6@adventure-works.com,"$70,000 ",5,Bachelors,Professional,Y
22917,MR.,MAURICE,SHE,MAURICE  SHE,04-11-1966,S,M,maurice0@adventure-works.com,"$80,000 ",5,Graduate Degree,Management,Y
22918,MR.,CALVIN,JAI,CALVIN  JAI,3/20/1966,S,M,calvin11@adventure-works.com,"$80,000 ",5,Graduate Degree,Management,Y
22919,MR.,STANLEY,RANA,STANLEY  RANA,09-12-1966,M,M,stanley12@adventure-works.com,"$80,000 ",5,Bachelors,Professional,Y
22920,MR.,CALVIN,ANDERSEN,CALVIN  ANDERSEN,2/25/1965,M,M,calvin12@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
22921,MS.,KELSEY,SHEN,KELSEY  SHEN,2/18/1968,S,F,kelsey1@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
22922,MS.,HEIDI,MARTINEZ,HEIDI  MARTINEZ,07-09-1968,S,F,heidi20@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
22923,MR.,MASON,LOPEZ,MASON  LOPEZ,1/26/1964,M,M,mason33@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
22924,MRS.,MARIE,SANCHEZ,MARIE  SANCHEZ,02-01-1964,S,F,marie22@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
22925,MRS.,KARLA,SHEN,KARLA  SHEN,5/17/1964,M,F,karla2@adventure-works.com,"$60,000 ",4,Bachelors,Professional,Y
22926,MR.,KEITH,YUAN,KEITH  YUAN,02-08-1963,S,M,keith9@adventure-works.com,"$60,000 ",3,Bachelors,Professional,Y
22927,MR.,JON,GUO,JON  GUO,02-03-1963,S,M,jon38@adventure-works.com,"$60,000 ",3,Bachelors,Professional,N
22928,MS.,NATALIE,NELSON,NATALIE  NELSON,04-11-1963,S,F,natalie52@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
22929,MRS.,ISABELLA,DAVIS,ISABELLA  DAVIS,10/28/1967,S,F,isabella62@adventure-works.com,"$90,000 ",2,Bachelors,Professional,N
22930,MR.,BRETT,RAMAN,BRETT  RAMAN,11/22/1967,M,M,brett11@adventure-works.com,"$90,000 ",4,Bachelors,Professional,Y
22931,MR.,LOGAN,JOHNSON,LOGAN  JOHNSON,03-02-1928,M,M,logan50@adventure-works.com,"$100,000 ",5,Graduate Degree,Management,N
22932,MR.,MAURICE,JAI,MAURICE  JAI,05-11-1962,S,M,maurice12@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,N
22933,MRS.,KELLI,CHANDE,KELLI  CHANDE,9/14/1962,S,F,kelli38@adventure-works.com,"$60,000 ",1,Bachelors,Professional,N
22934,MRS.,TONYA,KUMAR,TONYA  KUMAR,11/16/1962,M,F,tonya7@adventure-works.com,"$60,000 ",1,Bachelors,Professional,Y
22935,MRS.,TAMARA,SHEN,TAMARA  SHEN,5/23/1961,S,F,tamara13@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N
22936,MRS.,JILL,DIAZ,JILL  DIAZ,08-01-1961,S,F,jill10@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N
22937,MR.,JOSE,BAKER,JOSE  BAKER,6/14/1961,S,M,jose52@adventure-works.com,"$60,000 ",1,Bachelors,Professional,N
22938,MR.,HECTOR,BLANCO,HECTOR  BLANCO,08-01-1961,M,M,hector13@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22939,MRS.,REBEKAH,ARTHUR,REBEKAH  ARTHUR,06-12-1961,S,F,rebekah7@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22940,MS.,BRIANA,ASHE,BRIANA  ASHE,11/17/1966,S,F,briana4@adventure-works.com,"$100,000 ",0,Graduate Degree,Management,N
22941,MS.,DESTINY,BAILEY,DESTINY  BAILEY,12/15/1966,S,F,destiny32@adventure-works.com,"$100,000 ",0,Bachelors,Professional,N
22942,MRS.,BRITTNEY,SHE,BRITTNEY  SHE,6/26/1960,M,F,brittney22@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,Y
22943,MR.,TIMOTHY,PARKER,TIMOTHY  PARKER,10-07-1960,S,M,timothy24@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N
22944,MRS.,JODI,LAL,JODI  LAL,04-12-1959,M,F,jodi8@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y
22945,MRS.,LINDA,SANZ,LINDA  SANZ,11/18/1959,M,F,linda35@adventure-works.com,"$90,000 ",1,Bachelors,Professional,N
22946,MR.,BRYANT,KAPOOR,BRYANT  KAPOOR,5/18/1959,S,M,bryant1@adventure-works.com,"$90,000 ",1,Bachelors,Professional,Y
22947,MRS.,DANIELLE,TORRES,DANIELLE  TORRES,10-10-1933,S,F,danielle15@adventure-works.com,"$40,000 ",2,Bachelors,Professional,N
22948,MR.,LUCAS,TURNER,LUCAS  TURNER,07-04-1964,S,M,lucas6@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
22949,MR.,GAVIN,BUTLER,GAVIN  BUTLER,3/20/1934,S,M,gavin13@adventure-works.com,"$50,000 ",1,Graduate Degree,Management,Y
22950,MS.,NICOLE,COX,NICOLE  COX,11-12-1963,S,F,nicole37@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
22951,MS.,CHELSEA,MEHTA,CHELSEA  MEHTA,07-05-1963,S,F,chelsea15@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
22952,MR.,LUKE,BAKER,LUKE  BAKER,05-09-1963,M,M,luke39@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
22953,MS.,BARBARA,LIANG,BARBARA  LIANG,11/15/1963,S,F,barbara26@adventure-works.com,"$70,000 ",0,Bachelors,Professional,Y
22954,MR.,JUSTIN,THOMPSON,JUSTIN  THOMPSON,03-04-1963,S,M,justin43@adventure-works.com,"$70,000 ",0,Bachelors,Professional,N
22955,MRS.,LESLIE,SUAREZ,LESLIE  SUAREZ,6/24/1962,M,F,leslie19@adventure-works.com,"$70,000 ",5,Bachelors,Professional,N
22957,MRS.,NICOLE,DAVIS,NICOLE  DAVIS,04-12-1962,M,F,nicole5@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
22958,MRS.,BRANDY,FERNANDEZ,BRANDY  FERNANDEZ,02-01-1961,S,F,brandy12@adventure-works.com,"$60,000 ",1,Partial College,Skilled Manual,N
22960,MR.,DOUGLAS,MALHOTRA,DOUGLAS  MALHOTRA,08-10-1961,M,M,douglas8@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
22961,MRS.,NINA,SHE,NINA  SHE,07-07-1961,M,F,nina0@adventure-works.com,"$70,000 ",5,Partial College,Skilled Manual,Y
22962,MR.,CASEY,MARTIN,CASEY  MARTIN,07-06-1957,M,M,casey23@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
22963,MR.,WILLIE,YE,WILLIE  YE,12/22/1957,M,M,willie7@adventure-works.com,"$70,000 ",1,Partial College,Skilled Manual,Y
22964,MR.,ERIC,HAYES,ERIC  HAYES,05-01-1935,S,M,eric30@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
22965,MRS.,CARRIE,GOMEZ,CARRIE  GOMEZ,07-02-1936,S,F,carrie0@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
22966,MRS.,JODI,CHAPMAN,JODI  CHAPMAN,12-02-1956,S,F,jodi16@adventure-works.com,"$80,000 ",2,Partial College,Skilled Manual,N
22967,MS.,RACHEL,SMITH,RACHEL  SMITH,11/23/1976,M,F,rachel2@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N
22968,MR.,LOGAN,PEREZ,LOGAN  PEREZ,4/16/1975,S,M,logan38@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22969,MS.,TAYLOR,MARTIN,TAYLOR  MARTIN,9/27/1975,S,F,taylor62@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22970,MS.,MARY,PHILLIPS,MARY  PHILLIPS,10-06-1976,S,F,mary19@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22971,MS.,MORGAN,HOWARD,MORGAN  HOWARD,11-06-1980,S,F,morgan59@adventure-works.com,"$30,000 ",0,High School,Skilled Manual,N
22972,MS.,BAILEY,JAMES,BAILEY  JAMES,2/24/1980,S,F,bailey6@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22973,MR.,ALAN,LIN,ALAN  LIN,9/24/1946,S,M,alan11@adventure-works.com,"$10,000 ",5,High School,Skilled Manual,N
22974,MRS.,ERIKA,VAZQUEZ,ERIKA  VAZQUEZ,5/17/1937,M,F,erika12@adventure-works.com,"$30,000 ",2,Partial College,Clerical,Y
22975,MS.,COURTNEY,TURNER,COURTNEY  TURNER,09-12-1978,S,F,courtney2@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N
22976,MR.,ERIC,FOSTER,ERIC  FOSTER,04-09-1978,S,M,eric23@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22977,MR.,IAN,PATTERSON,IAN  PATTERSON,4/21/1978,M,M,ian51@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22978,MR.,DEVON,JAI,DEVON  JAI,10/26/1938,M,M,devon9@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y
22979,MR.,THEODORE,HERNANDEZ,THEODORE  HERNANDEZ,7/22/1977,S,M,theodore4@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,N
22980,MR.,OSCAR,WASHINGTON,OSCAR  WASHINGTON,2/23/1977,M,M,oscar21@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
22981,MS.,AMANDA,FLORES,AMANDA  FLORES,5/26/1977,S,F,amanda33@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22983,MS.,MARIA,BENNETT,MARIA  BENNETT,6/15/1979,S,F,maria24@adventure-works.com,"$30,000 ",0,Partial High School,Clerical,Y
22984,MR.,CAMERON,ROBINSON,CAMERON  ROBINSON,10-11-1979,M,M,cameron36@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
22985,MS.,HAILEY,PHILLIPS,HAILEY  PHILLIPS,09-06-1979,M,F,hailey48@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
22986,MRS.,CARLY,JAI,CARLY  JAI,7/27/1940,S,F,carly11@adventure-works.com,"$30,000 ",2,Partial College,Clerical,N
22987,MR.,JEROME,DOMINGUEZ,JEROME  DOMINGUEZ,10/19/1940,M,M,jerome11@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y
22988,MRS.,PATRICIA,MADAN,PATRICIA  MADAN,3/20/1940,M,F,patricia11@adventure-works.com,"$40,000 ",2,Bachelors,Management,Y
22989,MS.,MEGAN,BUTLER,MEGAN  BUTLER,07-08-1976,M,F,megan63@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,Y
22990,MS.,ALYSSA,STEWART,ALYSSA  STEWART,12-03-1976,S,F,alyssa24@adventure-works.com,"$40,000 ",0,Partial College,Skilled Manual,N
22991,MS.,MORGAN,JENKINS,MORGAN  JENKINS,7/25/1974,S,F,morgan76@adventure-works.com,"$50,000 ",0,Partial College,Skilled Manual,Y
22993,MR.,XAVIER,SANCHEZ,XAVIER  SANCHEZ,2/20/1972,S,M,xavier85@adventure-works.com,"$70,000 ",0,Partial College,Skilled Manual,N
22994,MS.,CHLOE,ALLEN,CHLOE  ALLEN,5/27/1972,M,F,chloe22@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
22995,MS.,ISABELLA,BRYANT,ISABELLA  BRYANT,06-01-1972,S,F,isabella28@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
22996,MR.,JORDAN,HENDERSON,JORDAN  HENDERSON,12-03-1972,M,M,jordan1@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
22997,MR.,LUCAS,WILLIAMS,LUCAS  WILLIAMS,9/22/1968,M,M,lucas15@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
22998,MS.,LAUREN,WASHINGTON,LAUREN  WASHINGTON,11/26/1968,M,F,lauren60@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
22999,MR.,JACKSON,HILL,JACKSON  HILL,10-06-1968,M,M,jackson43@adventure-works.com,"$80,000 ",0,Bachelors,Management,Y
23000,MS.,VICTORIA,HENDERSON,VICTORIA  HENDERSON,06-12-1967,M,F,victoria52@adventure-works.com,"$110,000 ",0,Graduate Degree,Management,Y
23001,MR.,JULIO,MUNOZ,JULIO  MUNOZ,1/24/1967,S,M,julio7@adventure-works.com,"$120,000 ",0,Bachelors,Management,N
23002,MR.,ARTHUR,HERNANDEZ,ARTHUR  HERNANDEZ,03-03-1968,S,M,arthur27@adventure-works.com,"$90,000 ",4,Partial College,Skilled Manual,N
23003,MRS.,ASHLEY,ROBINSON,ASHLEY  ROBINSON,5/27/1968,S,F,ashley19@adventure-works.com,"$100,000 ",2,Bachelors,Management,N
23004,MR.,RAYMOND,FERNANDEZ,RAYMOND  FERNANDEZ,08-09-1968,M,M,raymond16@adventure-works.com,"$130,000 ",1,Graduate Degree,Management,Y
23005,MR.,LUKE,SHARMA,LUKE  SHARMA,11/21/1979,M,M,luke19@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,N
23006,MR.,SETH,LEE,SETH  LEE,3/26/1979,M,M,seth21@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y
23007,MR.,ISAAC,SANCHEZ,ISAAC  SANCHEZ,11-04-1979,S,M,isaac17@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y
23008,MRS.,SHEENA,SHE,SHEENA  SHE,12-07-1944,M,F,sheena0@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y
23009,MR.,DALTON,THOMAS,DALTON  THOMAS,3/16/1978,M,M,dalton10@adventure-works.com,"$40,000 ",0,High School,Skilled Manual,Y
23010,MR.,SETH,COOK,SETH  COOK,3/16/1978,S,M,seth83@adventure-works.com,"$40,000 ",0,Partial High School,Clerical,Y
23011,MR.,ISAIAH,RIVERA,ISAIAH  RIVERA,04-01-1978,M,M,isaiah16@adventure-works.com,"$30,000 ",0,Partial College,Skilled Manual,Y
23012,MR.,MATHEW,CARLSON,MATHEW  CARLSON,9/24/1946,M,M,mathew14@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y
23013,MR.,LOUIS,YANG,LOUIS  YANG,04-11-1946,M,M,louis43@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,N
23014,MRS.,CASSANDRA,MEHTA,CASSANDRA  MEHTA,06-02-1946,M,F,cassandra15@adventure-works.com,"$20,000 ",4,High School,Skilled Manual,Y
23015,MR.,JUAN,RIVERA,JUAN  RIVERA,02-08-1971,M,M,juan27@adventure-works.com,"$70,000 ",1,Graduate Degree,Skilled Manual,Y
23016,MRS.,VICTORIA,POWELL,VICTORIA  POWELL,02-02-1971,M,F,victoria56@adventure-works.com,"$70,000 ",1,Graduate Degree,Skilled Manual,Y
23017,MRS.,ALISON,RAI,ALISON  RAI,03-05-1971,M,F,alison18@adventure-works.com,"$70,000 ",1,Graduate Degree,Skilled Manual,Y
23018,MR.,RICHARD,WHITE,RICHARD  WHITE,03-03-1971,M,M,richard53@adventure-works.com,"$70,000 ",1,Graduate Degree,Skilled Manual,Y
23019,MRS.,EMMA,GARCIA,EMMA  GARCIA,4/14/1971,M,F,emma15@adventure-works.com,"$60,000 ",1,Graduate Degree,Skilled Manual,Y
23020,MS.,HANNAH,JONES,HANNAH  JONES,4/22/1963,M,F,hannah4@adventure-works.com,"$90,000 ",0,Partial College,Professional,Y
23021,MS.,STEFANIE,MEHTA,STEFANIE  MEHTA,7/18/1963,M,F,stefanie11@adventure-works.com,"$100,000 ",0,Partial College,Professional,Y
23022,MRS.,JOCELYN,BRADLEY,JOCELYN  BRADLEY,8/22/1962,S,F,jocelyn1@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
23023,MRS.,NAOMI,VAZQUEZ,NAOMI  VAZQUEZ,11-12-1962,M,F,naomi15@adventure-works.com,"$90,000 ",5,Partial College,Professional,Y
23024,MRS.,EMMA,DAVIS,EMMA  DAVIS,2/14/1962,M,F,emma4@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y
23025,MR.,RICHARD,RICHARDSON,RICHARD  RICHARDSON,04-02-1962,M,M,richard91@adventure-works.com,"$100,000 ",1,Partial College,Professional,Y
23026,MRS.,JESSICA,ROGERS,JESSICA  ROGERS,08-12-1962,S,F,jessica3@adventure-works.com,"$120,000 ",1,Partial College,Professional,Y
23027,MR.,FERNANDO,GRIFFIN,FERNANDO  GRIFFIN,04-02-1962,S,M,fernando62@adventure-works.com,"$130,000 ",1,Bachelors,Management,N
23028,MRS.,ANNA,TAYLOR,ANNA  TAYLOR,02-12-1962,M,F,anna69@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
23029,MR.,IAN,ROSS,IAN  ROSS,4/16/1961,M,M,ian44@adventure-works.com,"$80,000 ",5,Partial College,Professional,Y
23030,MR.,AIDAN,JENKINS,AIDAN  JENKINS,06-10-1961,M,M,aidan7@adventure-works.com,"$90,000 ",4,High School,Professional,Y
23031,MRS.,BROOKE,MORGAN,BROOKE  MORGAN,11-02-1961,S,F,brooke20@adventure-works.com,"$90,000 ",4,High School,Professional,Y
23032,MR.,JESSE,PARKER,JESSE  PARKER,03-12-1961,M,M,jesse23@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
23033,MR.,ALEX,TURNER,ALEX  TURNER,4/21/1961,M,M,alex33@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
23034,MRS.,MELANIE,COOPER,MELANIE  COOPER,08-11-1961,S,F,melanie34@adventure-works.com,"$130,000 ",1,Bachelors,Management,N
23035,MRS.,MARIA,HOWARD,MARIA  HOWARD,09-11-1961,M,F,maria14@adventure-works.com,"$130,000 ",1,Bachelors,Management,Y
23036,MR.,CALEB,GREEN,CALEB  GREEN,03-03-1961,S,M,caleb44@adventure-works.com,"$130,000 ",1,Bachelors,Management,N
23037,MR.,LUCAS,WOOD,LUCAS  WOOD,6/21/1955,S,M,lucas51@adventure-works.com,"$80,000 ",2,Partial High School,Skilled Manual,Y
